sku,name,brand,old_price,new_price,rating,image,url
RO736HL03R5Z0NAFAMZ,Batteur Electrique 05 Vitesses-  Bi250- Inox,Robuste,0,"4,450 DA",5.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/3063/1.jpg?2425,/robuste-batteur-electrique-05-vitesses-bi250-inox-360360.html
CL247HA0MCT2KNAFAMZ,Double Plaque De Cuisson/2 Thermostats Réglable En Acier Inoxydable 2500 W- 3668 Gris,Clatronic,0,"8,990 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/5491/1.jpg?1427,/double-plaque-de-cuisson2-thermostats-reglable-en-acier-inoxydable-2500-w-3668-gris-clatronic-mpg26893.html
SO764HA15GKEONAFAMZ,Moulin Electrique À Café & Epices & Grains - 80 Gr - 160 Watts - Noir,Sonifer,0,"2,800 DA",3.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/6372/1.jpg?6591,/sonifer-moulin-electrique-a-cafe-epices-grains-80-gr-160-watts-noir-273696.html
TO518HA1DLTI8NAFAMZ,Robot Pétrin – 1800W - 3 in 1 – 5 L – PKM-18000 - Blanc,Topmatic,0,"38,000 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/3192/1.jpg?4683,/topmatic-robot-petrin-1800w-3-in-1-5-l-pkm-18000-blanc-291338.html
BR976HA152OEONAFAMZ,Humidificateur Rafraîchisseur D'Air - Ventilateur - Blanc / Bleu,Brent,0,"21,000 DA",3.7,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/9892/1.jpg?7986,/humidificateur-rafraichisseur-dair-ventilateur-blanc-bleu-brent-mpg22704.html
PR354HA0FSOGCNAFAMZ,Bouilloire En Acier Inoxydable - 2200 Watts - 1 L - Base Rotative 360°-Argent,Proficook,0,"6,600 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/5323/1.jpg?0054,/proficook-bouilloire-en-acier-inoxydable-2200-watts-1-l-base-rotative-360-argent-323562.html
BO536HA118N70NAFAMZ,Table A Repasser Chauffante Fonction D'Aspiration Noir-Rouge,Bosch,0,"45,900 DA",5.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/5491/1.jpg?0345,/bosch-table-a-repasser-chauffante-fonction-daspiration-noir-rouge-194526.html
SE897HA0UEJS4NAFAMZ,Grille Pain Ultra Compact 850 Watt Tl210101 Blanc 1 Fente,Seb,0,"6,900 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/0673/1.jpg?8287,/seb-grille-pain-ultra-compact-850-watt-tl210101-blanc-1-fente-376015.html
BR643HA1J8K48NAFAMZ,Bouilloire Electrique Inox Avec Socle De Chauffe - Gris,Scarlett,0,"1,750 DA",3.4,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/7782/1.jpg?8912,/bouilloire-electrique-inox-avec-socle-de-chauffe-gris-scarlett-mpg8272.html
TE535HA1CCSFWNAFAMZ,Friteuse Semi-Pro Easy Pro 3L Zone Froide Et Couvercle De Rangement Gris/Noir,Tefal,0,"13,300 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/2183/1.jpg?1547,/tefal-friteuse-semi-pro-easy-pro-3l-zone-froide-et-couvercle-de-rangement-grisnoir-381218.html
CL247OT03N4U0NAFAMZ,Machine A Crème Glacée Avec Deux Pots De 500 Ml- Icm 3650/4 - Blanc,Clatronic,0,"7,850 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/1182/1.jpg?1443,/clatronic-machine-a-creme-glacee-avec-deux-pots-de-500-ml-icm-36504-blanc-281160.html
CA889ST02ZCFGNAFAMZ,Séchoir A Cheveux Premium Care Powerline 2100 W -Cv5940-Noir Et Violet,Calor,0,"7,700 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/0083/1.jpg?5212,/sechoir-a-cheveux-premium-care-powerline-2100-w-cv5940-noir-et-violet-calor-mpg28375.html
CL247HA1HA994NAFAMZ,Multi Grill Barbecue Panini KG 3571  2000 W   Noir/Argent,Clatronic,0,"13,000 DA",4.7,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/4982/1.jpg?0025,/clatronic-multi-grill-barbecue-panini-kg-3571-2000-w-noirargent-289498.html
CA196HA040JXONAFAMZ,Bras Mixeur Lame En Acier Inoxydable,Cadence,"3,200 DA","2,490 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/7443/1.jpg?3209,/cadence-bras-mixeur-lame-en-acier-inoxydable-344760.html
KA919HL01DR4KNAFAMZ,Nettoyeur Haute Pression K5 Power Control- Jeune / Noir,Karcher,0,"65,500 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/3213/1.jpg?7966,/karcher-nettoyeur-haute-pression-k5-power-control-jeune-noir-312320.html
KR515HL0F0XX4NAFAMZ,Machine À Café Expresso Avec Broyeur À Grains - Essential Noir - Yy8125Fd -  Full Auto Compact,Krups,"80,000 DA","68,900 DA",2.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/2382/1.jpg?6427,/krups-machine-a-cafe-expresso-avec-broyeur-a-grains-essential-noir-yy8125fd-full-auto-compact-283252.html
TE898HL0IAIV8NAFAMZ,Crêpière Electrique 2 En1 - Tcp-721 - Noir,Techwood,0,"5,800 DA",3.9,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/7241/1.jpg?1228,/crepiere-electrique-2-en1-tcp-721-noir-techwood-mpg11796.html
SE897HL0RF6T8NAFAMZ,Friteuse FF160800 - Filtra One - 1.2Kg - Noir,Seb,"13,500 DA","11,000 DA",4.5,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/0583/1.jpg?4190,/friteuse-ff160800-filtra-one-1.2kg-noir-seb-mpg22027.html
BO888HL02PJQ8NAFAMZ,Grill Multifonctions - Mg 2251 - Gris,Bomann,0,"4,650 DA",3.4,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/5512/1.jpg?1606,/grill-multifonctions-mg-2251-gris-bomann-mpg720.html
SA050HA1N30RGNAFAMZ,"Batteur À Main Électrique ,Rechargeable Usb, 5 Vitesses , 40W- Blanc",Sans Marque,"1,800 DA","1,490 DA",5.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/2383/1.jpg?9569,/batteur-a-main-electrique-rechargeable-usb-5-vitesses-20w-blanc-sans-marque-mpg25497.html
TO677HA18AUL0NAFAMZ,Nettoyeur Haute Pression 90Bar 1200W,Total Tools,0,"10,900 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/4093/1.jpg?4009,/total-tools-nettoyeur-haute-pression-90bar-1200w-390447.html
SA050HA1LGRM8NAFAMZ,Mini Refroidisseur D'Air Climatiseur Ventilateurs Portable Led - Blanc,Sans Marque,0,"4,600 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/5204/1.jpg?0846,/mini-refroidisseur-dair-climatiseur-ventilateurs-portable-led-blanc-sans-marque-mpg29725.html
BO888HA01CLGKNAFAMZ,Moulin A Café Électrique - Ksw 445 Cb - Gris,Bomann,0,"3,950 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/2673/1.jpg?3647,/moulin-a-cafe-electrique-ksw-445-cb-gris-bomann-mpg122.html
KI185HL0E1SKCNAFAMZ,Moulin Professionnel À Café 1500W_250G_ Kt-250Y En Acier Inoxydable,kitchef,0,"13,500 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/5983/1.jpg?1346,/moulin-professionnel-a-cafe-1500w250g-kt-250y-en-acier-inoxydable-kitchef-mpg28330.html
CL247HA0F257GNAFAMZ,Four Et Friteuse Sans Huile 4 En1 Multifonction -Fr 3747 H -  1500W -Noir,Clatronic,"28,000 DA","27,160 DA",4.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/2943/1.jpg?9945,/four-et-friteuse-sans-huile-4-en1-multifonction-fr-3747-h-1500w-noir-clatronic-mpg20055.html
BO888HL13DCUGNAFAMZ,Moulin A Café & Grains -Capacité 40 Gr - KSW 446 - Blanc,Bomann,0,"2,890 DA",3.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/1282/1.jpg?5768,/moulin-a-cafe-grains-capacite-40-gr-ksw-446-blanc-bomann-mpg23755.html
KR515HA0NQEPWNAFAMZ,Expresso Yy2910Fd Essenza Mini Noir,Krups,0,"19,900 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/8633/1.jpg?7869,/krups-expresso-yy2910fd-essenza-mini-noir-336893.html
TE535HA00KNACNAFAMZ,Grille Electrique Aluminium Gris/Noir,Tefal,0,"36,500 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/9633/1.jpg?7866,/tefal-grille-electrique-aluminium-grisnoir-336900.html
SA050HA0JPTH0NAFAMZ,"Corde À Linge Mural Extensible Avec Verrouillage, 4.2 M, 20Kg - Noir",Sans Marque,"1,900 DA","1,499 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/1173/1.jpg?9407,/sans-marque-corde-a-linge-mural-extensible-avec-verrouillage-4.2-m-20kg-noir-371133.html
TA770HA04TDO0NAFAMZ,Mélangeur malaxeur GIRO COMPLET,Taurus,0,"8,700 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/0892/1.jpg?4006,/taurus-melangeur-malaxeur-giro-complet-298080.html
TE898HL1B4EDCNAFAMZ,Cuiseur Vapeur  Avec 3 Panier 400W  Tcv-364 Noir/Inox,Techwood,0,"5,200 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/1472/1.jpg?4704,/cuiseur-vapeur-avec-3-panier-400w-tcv-364-noirinox-techwood-mpg19111.html
DZ408OT1MHDD4NAFAMZ,Blender Pour Smoothie - Portable - Rechargeable Vert,Sans Marque,0,"1,500 DA",3.1,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/2282/1.jpg?8286,/blender-pour-smoothie-portable-rechargeable-vert-sans-marque-mpg6686.html
MO534OT09BB7WNAFAMZ,Centrifugeuse  Frutelia Plus Noir 350W Ju3708 Noir,Moulinex,0,"9,900 DA",4.3,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/6443/1.jpg?4045,/centrifugeuse-frutelia-plus-noir-350w-ju3708-noir-moulinex-mpg24825.html
LE291HA032JBKNAFAMZ,"Séchoir Sur Pieds Allemand 200 Flex Inox, Lsl81408 - Blanc/Bleu",Leifheit,"9,500 DA","8,600 DA",4.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/1572/1.jpg?5861,/sechoir-sur-pieds-allemand-200-flex-inox-lsl81408-blancbleu-leifheit-mpg19384.html
RO536HL0QCP0CNAFAMZ,Defroisseur - Is6520D1 - Master 360 - Bleu,Rowenta,0,"22,900 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/2623/1.jpg?1146,/rowenta-defroisseur-is6520d1-master-360-bleu-326244.html
SO672OT0N5KPWNAFAMZ,Bras Mixeur Multi Fonction 3 En 1 - Shb-174Jbc- 300 Watts - Inox,Sonashi,0,"6,350 DA",4.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/8913/1.jpg?7745,/sonashi-bras-mixeur-multi-fonction-3-en-1-shb-174jbc-300-watts-inox-319883.html
TE898HL04ORUKNAFAMZ,Aspirateur Supra Silencieux  800W-Tas-6036Sl-Noir,Techwood,"19,900 DA","17,949 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/8743/1.jpg?0245,/aspirateur-supra-silencieux-800w-tas-6036sl-noir-techwood-mpg26159.html
BO536HA0OQJHONAFAMZ,Grillle Pain Pm 2U Centrage 980W Rouge-Grisclair,Bosch,0,"8,800 DA",5.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/5491/1.jpg?0345,/bosch-grillle-pain-pm-2u-centrage-980w-rouge-grisclair-194514.html
JU645HA0W9J1ONAFAMZ,Extracteur De Jus Manuel,Sans Marque,0,"2,700 DA",4.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/1923/1.jpg?2147,/sans-marque-extracteur-de-jus-manuel-329145.html
MO534OT0RO9TGNAFAMZ,"Mélangeur + Moulin à épices 1,5L - LM241025 - 450W - Blanc.",Moulinex,0,"6,950 DA",4.3,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/4821/1.jpg?0929,/blender-mixeur-genuine-lm241025-bol-moulin-a-cafe-blanc-moulinex-mpg8622.html
SO764HA03ERZGNAFAMZ,Centrifugeuse -5 Vitesses - Ecran Lcd - 800 W - Gris / Noir,Sonifer,"16,500 DA","13,300 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7283/1.jpg?4826,/sonifer-centrifugeuse-5-vitesses-ecran-lcd-800-w-gris-noir-382750.html
MO534HL15WFH0NAFAMZ,Robot Multifonction -  Masterchef 2000 - Fp211110 - 500 W - Blanc,Moulinex,0,"8,980 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/3773/1.jpg?7985,/moulinex-robot-multifonction-masterchef-2000-fp211110-500-w-blanc-377307.html
TE898HA0TELSSNAFAMZ,Barbecue Électrique 2000 Watts - Sur Pieds & Table - 2 In 1 - Tbq 836P- Noir,Techwood,0,"7,500 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/3903/1.jpg?4185,/techwood-barbecue-electrique-2000-watts-sur-pieds-table-2-in-1-tbq-836p-noir-309394.html
RO736HA03J5BCNAFAMZ,Mini Hachoir  - 2 Lames - 350 Watts - Noir,Robuste,0,"4,400 DA",2.5,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/9322/1.jpg?3430,/robuste-mini-hachoir-2-lames-350-watts-noir-223950.html
PH046HA0QPNTWNAFAMZ,Fer A Repasser - Easyspeed - Gc1740/20,Philips,0,"7,400 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/8673/1.jpg?2207,/philips-fer-a-repasser-easyspeed-gc174020-376844.html
DE326HL1C00ESNAFAMZ,Machine Cappuccino Expresso - Icona Vintage - ECOV 311  -rouge,Delonghi,0,"32,500 DA",3.5,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/6221/1.jpg?9031,/delonghi-machine-cappuccino-expresso-icona-vintage-ecov-311-rouge-122608.html
AR417HA18TUZWNAFAMZ,"413 Presse-Agrumes Vintage Électrique Avec Levier, 2 Cônes Pour Fruits Grands Et Petits, Bec Anti-Goutte, Moteur Silencieux, Pressage Professionnel, Conception En Métal",Ariete,0,"12,900 DA",4.3,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/2963/1.jpg?0486,/413-presse-agrumes-vintage-electrique-avec-levier-2-cones-pour-fruits-grands-et-petits-bec-anti-goutte-moteur-silencieux-pressage-professionnel-conception-en-metal-ariete-mpg23518.html
CL247HL16337KNAFAMZ,Sorbetičre - Icm 3581 - Blanc,Clatronic,0,"6,350 DA",3.6,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/688/1.jpg?5347,/sorbetiere-icm-3581-blanc-clatronic-mpg3683.html
KI185HA0ENECCNAFAMZ,Presse Panini Et Barbecue 4 Faces 1200W kt-326B - noir,kitchef,0,"6,000 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/6063/1.jpg?9307,/kitchef-presse-panini-et-barbecue-4-faces-1200w-kt-326b-noir-360642.html
TE535HA09EIYKNAFAMZ,Panineuse Et Grill Viande Minute Grill 1600W-Argent,Tefal,0,"15,650 DA",5.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/7943/1.jpg?0785,/tefal-panineuse-et-grill-viande-minute-grill-1600w-argent-349751.html
SA024EL0LQRBKNAFAMZ,Machine à Laver 10 Kg et séchante - Wd10J6410As/Bs - Inox,Samsung,0,"99,991 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/5204/3.jpg?6504,/samsung-machine-a-laver-10-kg-et-sechante-wd10j6410asbs-inox-402563.html
CL247HA0RSGFONAFAMZ,Cafetière Portable 1 Tasse Céramique Automatique Filtre Amovible Idéal Pour Bureau Et Maison.,Clatronic,0,"3,190 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/6773/1.jpg?9506,/clatronic-cafetiere-portable-1-tasse-ceramique-automatique-filtre-amovible-ideal-pour-bureau-et-maison.-377664.html
SO500OT0XCOOWNAFAMZ,"Bouilloire KT5857 Stillo Red, Rouge",Solac,0,"4,800 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/0192/1.jpg?0828,/solac-bouilloire-kt5857-stillo-red-rouge-291065.html
BY411HL12UA1GNAFAMZ,Robot Pétrin By Kitchen - 3-En-1 Mélangeur De Pâte 1300 W Max 2300W - Rouge,By Kitchen,0,"27,000 DA",4.8,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/2381/1.jpg?6025,/robot-petrin-by-kitchen-3-en-1-melangeur-de-pate-1300-w-max-2300w-rouge-by-kitchen-mpg15341.html
DE323HA1ERSDWNAFAMZ,Machine à café - expresso - ECP33.21.BK,Delonghi,0,"29,900 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/2773/1.jpg?3789,/delonghi-machine-a-cafe-expresso-ecp33.21.bk-377258.html
KR515HL0E8NH8NAFAMZ,Machine Expresso Virtuoso - Xp442C11 - Inox,Krups,"48,000 DA","39,999 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/9183/1.jpg?8288,/krups-machine-expresso-virtuoso-xp442c11-inox-381932.html
BO536HA1GG8B8NAFAMZ,"Mixeur Plongeant  ErgoMixx  750 W,-MSM 67140 Noir",Bosch,0,"11,500 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/0973/1.jpg?1666,/bosch-mixeur-plongeant-ergomixx-750-w-msm-67140-noir-379088.html
ME790HA0FNTASNAFAMZ,Bouilloire 0.6L Mesko Ms 1249,Mesko,0,"2,150 DA",5.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/3053/1.jpg?4549,/mesko-bouilloire-0.6l-mesko-ms-1249-350362.html
MO534HA0T44EONAFAMZ,Centrifugeuse Frutelia Compacte - JU350B39 - Blanche,Moulinex,"17,700 DA","11,690 DA",4.3,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/9012/1.jpg?9719,/moulinex-centrifugeuse-frutelia-compacte-ju350b39-blanche-210984.html
TE898HA0D51JWNAFAMZ,Barbecue De Table Techwood Tbq-806 1250W Ø 31Cm-Noir,Techwood,0,"7,500 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/0703/1.jpg?4024,/techwood-barbecue-de-table-techwood-tbq-806-1250w-o-31cm-noir-307022.html
TI751HA1F6P9ONAFAMZ,Défroisseur - DF1600 - 1950 w - Rose Gold,TIREXX,"16,500 DA","15,900 DA",0.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/9731/1.jpg?3446,/defroisseur-df1600-1950-w-rose-gold-tirexx-mpg15209.html
MO534OT0R3WY4NAFAMZ,Blender Multi Deluxe + Mini Hachoir  - Lm125D31 - 350 W - Noir,Moulinex,"6,500 DA","5,840 DA",3.8,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/5323/1.jpg?0049,/blender-multi-deluxe-mini-hachoir-lm125d31-350-w-noir-moulinex-mpg24822.html
SA050HA0IZ7R8NAFAMZ,Chocolatière Electrique - Jaune,Sans Marque,0,"2,600 DA",5.0,https://dz.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/8761/1.jpg?1165,/chocolatiere-electrique-jaune-sans-marque-mpg16946.html
